val_original/ILSVRC2012_val_00015059.JPEG 116,444,307,13
train/n02408429/n02408429_18165.JPEG 205,33,445,225,75 37,36,233,214,75
train/n02408429/n02408429_1676.JPEG 1,68,336,297,75
train/n02408429/n02408429_5480.JPEG 32,56,312,437,75
train/n02006656/n02006656_6191.JPEG 56,163,325,498,39
train/n02006656/n02006656_9020.JPEG 111,86,281,417,39
train/n02006656/n02006656_4439.JPEG 194,224,339,346,39
train/n02006656/n02006656_9009.JPEG 102,231,201,348,39
train/n01592084/n01592084_1976.JPEG 35,61,275,307,7
train/n01592084/n01592084_933.JPEG 46,35,372,374,7
train/n01592084/n01592084_5834.JPEG 30,105,368,403,7
train/n01592084/n01592084_1796.JPEG 218,53,484,261,7
train/n01592084/n01592084_10690.JPEG 62,81,322,468,7
train/n02514041/n02514041_4672.JPEG 30,216,348,392,96
train/n02514041/n02514041_11845.JPEG 64,152,183,562,96
train/n02514041/n02514041_4681.JPEG 37,49,73,64,96
train/n02514041/n02514041_4727.JPEG 15,53,390,297,96
train/n02514041/n02514041_11725.JPEG 1,267,1022,528,96
train/n02514041/n02514041_7452.JPEG 87,85,226,394,96
train/n02514041/n02514041_6256.JPEG 93,236,471,325,96
train/n02514041/n02514041_11854.JPEG 141,316,634,478,96
train/n02514041/n02514041_8534.JPEG 56,12,313,398,96
train/n02514041/n02514041_3160.JPEG 6,109,315,315,96
train/n02129165/n02129165_9995.JPEG 1,1,47,47,63
train/n02129165/n02129165_7459.JPEG 303,116,428,217,63
train/n02129165/n02129165_16393.JPEG 106,70,497,313,63
train/n02129165/n02129165_4058.JPEG 30,1,499,332,63
train/n02488291/n02488291_3430.JPEG 5,143,204,314,88
train/n02488291/n02488291_2574.JPEG 105,36,498,411,88
train/n02488291/n02488291_5295.JPEG 17,181,195,455,88
train/n02488291/n02488291_2323.JPEG 121,13,338,382,88
train/n02488291/n02488291_5451.JPEG 1,33,297,498,88
train/n02129165/n02129165_1750.JPEG 1,1,360,498,63
train/n02129165/n02129165_2368.JPEG 174,154,332,266,63
train/n02129165/n02129165_4300.JPEG 159,57,463,282,63
train/n02129165/n02129165_1310.JPEG 9,28,70,79,63
train/n02514041/n02514041_2370.JPEG 63,185,405,293,96
train/n02514041/n02514041_5599.JPEG 24,36,299,270,96
train/n02514041/n02514041_8544.JPEG 48,116,378,205,96
train/n02514041/n02514041_6578.JPEG 26,226,1010,481,96
train/n02514041/n02514041_8525.JPEG 134,74,398,215,96
train/n02514041/n02514041_11240.JPEG 41,12,400,241,96
train/n02123159/n02123159_7772.JPEG 210,50,368,327,58
train/n02123159/n02123159_4313.JPEG 128,60,460,465,58
val_original/ILSVRC2012_val_00039621.JPEG 1,19,390,445,58
train/n02123159/n02123159_6115.JPEG 1,1,499,374,58
train/n02123159/n02123159_9499.JPEG 43,36,120,134,58
train/n02123159/n02123159_3251.JPEG 1,59,334,340,58
train/n02408429/n02408429_14698.JPEG 2,39,364,299,75
val_original/ILSVRC2012_val_00002692.JPEG 201,62,499,373,75
train/n02408429/n02408429_2332.JPEG 155,97,405,249,75
train/n02408429/n02408429_815.JPEG 21,42,388,326,75
train/n02443114/n02443114_2541.JPEG 15,4,65,43,81
train/n02443114/n02443114_3869.JPEG 53,156,347,250,81
train/n02443114/n02443114_29632.JPEG 155,203,319,305,81 185,88,389,230,81
train/n02443114/n02443114_12651.JPEG 127,129,214,366,81
train/n02443114/n02443114_4938.JPEG 22,23,76,68,81
val_original/ILSVRC2012_val_00016853.JPEG 50,8,227,193,81
train/n02488291/n02488291_954.JPEG 8,73,265,399,88
train/n02488291/n02488291_3347.JPEG 1,92,331,455,88
train/n02488291/n02488291_5502.JPEG 61,50,262,427,88
train/n01592084/n01592084_49.JPEG 225,110,375,333,7
train/n01592084/n01592084_11409.JPEG 153,175,469,388,7
train/n01592084/n01592084_4889.JPEG 141,57,470,301,7
train/n01592084/n01592084_3587.JPEG 141,71,438,325,7
train/n01592084/n01592084_5278.JPEG 46,98,295,355,7
train/n01592084/n01592084_4955.JPEG 216,138,448,327,7
train/n02480855/n02480855_8903.JPEG 2,32,290,457,86
train/n02480855/n02480855_39395.JPEG 22,28,165,133,86
train/n02480855/n02480855_17618.JPEG 79,67,465,332,86
train/n02480855/n02480855_12986.JPEG 201,108,328,240,86
train/n02480855/n02480855_1001.JPEG 237,40,675,577,86
train/n02480855/n02480855_34102.JPEG 1,1,180,128,86
train/n02443114/n02443114_2418.JPEG 49,70,274,246,81
train/n02443114/n02443114_15317.JPEG 197,207,544,490,81
train/n02443114/n02443114_310.JPEG 4,62,399,299,81
train/n02443114/n02443114_6253.JPEG 1,81,343,332,81
train/n02443114/n02443114_19211.JPEG 10,4,74,73,81
train/n02443114/n02443114_1441.JPEG 72,17,168,216,81
train/n02119022/n02119022_3526.JPEG 1,127,447,331,55
val_original/ILSVRC2012_val_00014798.JPEG 29,24,154,192,55
train/n02119022/n02119022_11480.JPEG 1,62,458,299,55
train/n02119022/n02119022_15648.JPEG 111,69,712,470,55
train/n02119022/n02119022_390.JPEG 1,33,419,257,55
train/n02480855/n02480855_15359.JPEG 73,3,406,496,86
train/n02480855/n02480855_14678.JPEG 232,154,340,228,86
train/n02480855/n02480855_6827.JPEG 99,60,483,333,86
train/n02480855/n02480855_6815.JPEG 1,2,499,354,86
train/n02480855/n02480855_2885.JPEG 19,11,80,87,86
train/n02480855/n02480855_18427.JPEG 1,1,498,331,86
val_original/ILSVRC2012_val_00006775.JPEG 0,1,633,478,86
train/n02443114/n02443114_12396.JPEG 1,74,282,264,81
train/n02443114/n02443114_4786.JPEG 109,280,282,373,81
train/n02443114/n02443114_7887.JPEG 130,40,499,342,81
train/n02443114/n02443114_9188.JPEG 122,33,297,203,81
train/n02514041/n02514041_15054.JPEG 40,128,616,842,96
val_original/ILSVRC2012_val_00026611.JPEG 55,81,407,799,96
train/n02514041/n02514041_8973.JPEG 34,136,449,266,96
train/n02514041/n02514041_6681.JPEG 156,137,240,403,96
train/n02514041/n02514041_9229.JPEG 1,33,214,281,96
train/n02514041/n02514041_4113.JPEG 70,43,111,182,96
train/n01644373/n01644373_724.JPEG 11,10,347,498,11
train/n01644373/n01644373_3702.JPEG 129,102,327,273,11
train/n01644373/n01644373_1122.JPEG 75,103,312,452,11
train/n01644373/n01644373_2709.JPEG 176,191,280,297,11
train/n01644373/n01644373_9606.JPEG 120,44,445,260,11
train/n01644373/n01644373_7971.JPEG 41,55,442,339,11
train/n02443114/n02443114_4643.JPEG 121,55,323,262,81
train/n02443114/n02443114_12172.JPEG 3,118,795,469,81
train/n02443114/n02443114_17488.JPEG 26,136,255,498,81 118,81,362,497,81
train/n02443114/n02443114_19295.JPEG 1,10,131,121,81
train/n02443114/n02443114_15800.JPEG 114,79,499,374,81
train/n02480855/n02480855_6234.JPEG 1,50,356,498,86
train/n02480855/n02480855_5415.JPEG 172,1,499,337,86
val_original/ILSVRC2012_val_00032655.JPEG 9,50,468,315,86
train/n02480855/n02480855_10964.JPEG 36,1,499,331,86
train/n02123159/n02123159_7713.JPEG 104,1,573,423,58
train/n02123159/n02123159_7161.JPEG 132,86,308,455,58
train/n02123159/n02123159_5257.JPEG 186,59,487,306,58 49,119,264,303,58
train/n02123159/n02123159_8455.JPEG 1,1,142,135,58
val_original/ILSVRC2012_val_00016399.JPEG 132,43,351,471,58
train/n02443114/n02443114_4706.JPEG 174,223,256,368,81
train/n02443114/n02443114_26183.JPEG 68,4,414,358,81
train/n02443114/n02443114_20290.JPEG 11,43,487,357,81
train/n02443114/n02443114_772.JPEG 1,95,841,597,81
train/n02443114/n02443114_46881.JPEG 1,17,67,73,81
train/n02443114/n02443114_2500.JPEG 1,1,40,44,81
train/n01695060/n01695060_5544.JPEG 50,7,494,374,17
train/n01695060/n01695060_10727.JPEG 49,54,499,241,17
train/n01695060/n01695060_25761.JPEG 2,35,499,291,17
train/n01695060/n01695060_4334.JPEG 142,102,443,294,17
train/n02514041/n02514041_7661.JPEG 41,169,355,296,96
train/n02514041/n02514041_4015.JPEG 15,26,175,93,96
train/n02514041/n02514041_2827.JPEG 46,150,778,374,96
train/n02119022/n02119022_11474.JPEG 24,19,398,273,55
train/n02119022/n02119022_13245.JPEG 70,186,277,388,55
train/n02119022/n02119022_6997.JPEG 130,111,375,244,55
train/n02119022/n02119022_7166.JPEG 27,67,464,280,55
train/n02119022/n02119022_9133.JPEG 1,11,228,249,55
train/n01843065/n01843065_2350.JPEG 32,33,209,470,31
train/n01843065/n01843065_4262.JPEG 95,37,356,477,31
train/n01843065/n01843065_731.JPEG 63,102,316,418,31
train/n01843065/n01843065_3738.JPEG 46,5,498,449,31
train/n01843065/n01843065_4741.JPEG 93,29,324,332,31
train/n01843065/n01843065_7984.JPEG 156,113,339,359,31
train/n01797886/n01797886_21850.JPEG 135,34,259,330,26
train/n01797886/n01797886_15906.JPEG 63,48,330,498,26
train/n01797886/n01797886_13700.JPEG 162,49,443,374,26
train/n01797886/n01797886_15499.JPEG 181,111,361,269,26
train/n01797886/n01797886_17497.JPEG 194,123,283,202,26
train/n02488291/n02488291_5292.JPEG 143,55,338,299,88
train/n02488291/n02488291_715.JPEG 167,31,359,278,88
train/n02488291/n02488291_3695.JPEG 156,21,417,342,88
val_original/ILSVRC2012_val_00010297.JPEG 15,52,469,692,55 105,503,749,713,55
train/n02119022/n02119022_2225.JPEG 120,91,499,303,55
train/n02119022/n02119022_9662.JPEG 48,95,323,332,55
train/n02119022/n02119022_12994.JPEG 1,18,363,288,55
train/n02119022/n02119022_13638.JPEG 7,11,61,59,55
train/n02119022/n02119022_11098.JPEG 151,33,498,373,55
train/n01440764/n01440764_5256.JPEG 63,191,345,357,0
train/n01440764/n01440764_4221.JPEG 21,127,467,299,0
train/n01440764/n01440764_11797.JPEG 207,231,374,315,0
train/n01440764/n01440764_6249.JPEG 66,143,418,289,0
train/n02006656/n02006656_835.JPEG 85,47,355,316,39
train/n02006656/n02006656_8884.JPEG 66,115,276,270,39
train/n02006656/n02006656_10156.JPEG 71,123,431,255,39
val_original/ILSVRC2012_val_00029736.JPEG 32,31,362,384,39
train/n02006656/n02006656_4656.JPEG 21,57,306,365,39
train/n02514041/n02514041_9225.JPEG 134,230,665,511,96
train/n02514041/n02514041_9156.JPEG 122,167,343,289,96
train/n02514041/n02514041_7605.JPEG 18,84,353,190,96
train/n02514041/n02514041_2087.JPEG 100,5,448,332,96
train/n02408429/n02408429_14917.JPEG 147,146,274,300,75
train/n02408429/n02408429_18059.JPEG 11,141,268,333,75 273,147,379,275,75 349,140,453,248,75
train/n02408429/n02408429_836.JPEG 43,150,298,332,75
train/n02408429/n02408429_16075.JPEG 39,154,499,332,75
train/n02408429/n02408429_15575.JPEG 1,1,499,387,75
val_original/ILSVRC2012_val_00003349.JPEG 88,54,460,347,75
train/n01440764/n01440764_11424.JPEG 151,337,262,402,0
train/n01440764/n01440764_5908.JPEG 36,60,480,219,0
train/n01440764/n01440764_4983.JPEG 154,223,360,280,0 182,341,332,372,0 196,310,285,348,0
train/n01440764/n01440764_31679.JPEG 28,70,460,258,0
train/n01440764/n01440764_4490.JPEG 105,278,274,386,0
val_original/ILSVRC2012_val_00021740.JPEG 61,0,383,342,0
train/n01440764/n01440764_2679.JPEG 101,146,455,249,0
train/n02129165/n02129165_3783.JPEG 112,24,499,374,63
train/n02129165/n02129165_3147.JPEG 1,12,435,267,63
train/n02129165/n02129165_19508.JPEG 1,83,309,374,63
val_original/ILSVRC2012_val_00032317.JPEG 134,87,898,615,81
train/n02443114/n02443114_4454.JPEG 65,5,309,317,81
train/n02443114/n02443114_16689.JPEG 6,4,55,30,81
train/n02443114/n02443114_29015.JPEG 1,1,314,266,81
train/n02488291/n02488291_1421.JPEG 10,1,499,378,88
train/n02488291/n02488291_3795.JPEG 58,22,331,497,88
train/n02488291/n02488291_5053.JPEG 135,72,229,299,88
train/n02488291/n02488291_5141.JPEG 127,28,317,354,88
train/n01592084/n01592084_4104.JPEG 21,162,312,278,7
train/n01592084/n01592084_2991.JPEG 195,56,382,351,7
train/n01592084/n01592084_14851.JPEG 113,85,367,453,7
train/n01592084/n01592084_1674.JPEG 220,79,450,240,7
train/n01592084/n01592084_5333.JPEG 142,73,345,240,7
val_original/ILSVRC2012_val_00035303.JPEG 77,232,198,481,7
train/n01592084/n01592084_6428.JPEG 268,187,492,342,7
train/n02488291/n02488291_6898.JPEG 138,62,349,374,88
train/n02488291/n02488291_5163.JPEG 1,1,446,374,88
train/n02488291/n02488291_6081.JPEG 103,36,234,152,88 1,212,310,403,88
val_original/ILSVRC2012_val_00031294.JPEG 0,5,277,222,88
train/n01843065/n01843065_3421.JPEG 83,76,272,491,31
train/n01843065/n01843065_457.JPEG 112,102,467,326,31
train/n01843065/n01843065_3252.JPEG 83,10,336,360,31
train/n01843065/n01843065_9844.JPEG 171,103,250,290,31
train/n01592084/n01592084_6456.JPEG 46,87,461,403,7
train/n01592084/n01592084_5091.JPEG 172,147,350,495,7
train/n01592084/n01592084_5535.JPEG 129,180,276,261,7
train/n01592084/n01592084_3387.JPEG 12,102,300,365,7
train/n01592084/n01592084_261.JPEG 184,76,274,216,7
train/n01644373/n01644373_14758.JPEG 72,80,376,270,11
train/n01644373/n01644373_2658.JPEG 28,80,380,309,11
train/n01644373/n01644373_15810.JPEG 56,44,417,317,11
train/n01644373/n01644373_4361.JPEG 117,92,405,257,11
train/n01644373/n01644373_2548.JPEG 62,66,385,374,11
train/n02488291/n02488291_6101.JPEG 152,74,367,311,88
train/n02488291/n02488291_6313.JPEG 23,74,251,363,88
train/n02129165/n02129165_17631.JPEG 11,1,373,493,63
train/n02129165/n02129165_2939.JPEG 27,2,498,442,63
train/n02129165/n02129165_5504.JPEG 270,25,458,302,63
train/n02129165/n02129165_16300.JPEG 1,40,362,497,63
train/n02129165/n02129165_13262.JPEG 6,43,492,268,63
train/n02129165/n02129165_1088.JPEG 138,10,485,332,63
train/n01797886/n01797886_6404.JPEG 1,79,313,441,26
train/n01797886/n01797886_9152.JPEG 37,75,241,457,26
train/n01797886/n01797886_20789.JPEG 46,136,356,309,26
train/n01797886/n01797886_14199.JPEG 104,116,469,295,26
train/n01797886/n01797886_9736.JPEG 1,165,247,386,26
train/n02408429/n02408429_5548.JPEG 77,106,424,299,75
train/n02123159/n02123159_1619.JPEG 40,46,437,292,58
train/n02123159/n02123159_2758.JPEG 92,2,499,374,58
train/n02123159/n02123159_4531.JPEG 1,1,499,332,58
train/n02123159/n02123159_6051.JPEG 165,24,444,278,58
train/n01440764/n01440764_3778.JPEG 40,110,463,300,0
train/n01440764/n01440764_2043.JPEG 61,63,338,218,0
train/n01440764/n01440764_12308.JPEG 184,204,239,262,0 82,112,185,149,0 82,208,168,240,0 212,205,308,244,0 120,229,206,270,0
train/n01440764/n01440764_8363.JPEG 7,168,500,397,0
train/n01440764/n01440764_3347.JPEG 136,271,231,340,0
train/n01440764/n01440764_9304.JPEG 24,70,498,264,0
train/n02443114/n02443114_19039.JPEG 18,73,169,293,81
train/n02443114/n02443114_4457.JPEG 35,33,229,227,81
train/n02443114/n02443114_9203.JPEG 1,1,497,412,81
train/n02443114/n02443114_32255.JPEG 128,98,443,425,81
val_original/ILSVRC2012_val_00035129.JPEG 17,9,128,82,81
train/n02488291/n02488291_3441.JPEG 1,101,331,498,88
train/n02488291/n02488291_3487.JPEG 79,19,458,358,88
train/n02488291/n02488291_4995.JPEG 47,107,310,498,88
train/n01592084/n01592084_5315.JPEG 238,80,425,259,7
train/n01592084/n01592084_7534.JPEG 122,37,466,310,7
train/n01592084/n01592084_4092.JPEG 103,70,321,318,7
train/n01592084/n01592084_10639.JPEG 52,35,325,323,7
train/n01592084/n01592084_5446.JPEG 1,57,392,283,7
train/n02123159/n02123159_4426.JPEG 30,21,462,353,58
train/n02123159/n02123159_3904.JPEG 1,88,488,323,58
train/n02123159/n02123159_415.JPEG 1,1,330,498,58
train/n02123159/n02123159_3107.JPEG 47,72,266,417,58
train/n02123159/n02123159_312.JPEG 266,24,430,493,58
train/n02123159/n02123159_2048.JPEG 1,2,366,332,58
train/n02123159/n02123159_5171.JPEG 81,218,309,440,58
train/n01843065/n01843065_4043.JPEG 214,66,300,384,31
train/n01843065/n01843065_5308.JPEG 63,126,297,423,31
train/n01843065/n01843065_2533.JPEG 202,95,315,440,31
train/n01843065/n01843065_3489.JPEG 127,68,369,498,31
train/n01843065/n01843065_4370.JPEG 260,125,384,270,31
train/n01843065/n01843065_331.JPEG 177,51,383,322,31
train/n02119022/n02119022_11746.JPEG 210,75,489,323,55 121,127,433,314,55
train/n02119022/n02119022_582.JPEG 1,2,499,332,55
train/n02119022/n02119022_8740.JPEG 211,48,332,268,55
train/n02119022/n02119022_6774.JPEG 59,226,244,304,55
val_original/ILSVRC2012_val_00046388.JPEG 117,2,249,158,55 1,18,151,148,55
train/n01797886/n01797886_4257.JPEG 281,1,440,332,26
train/n01797886/n01797886_327.JPEG 1,9,472,386,26
train/n01797886/n01797886_20374.JPEG 178,73,353,356,26
train/n01797886/n01797886_17284.JPEG 132,165,373,438,26
train/n02514041/n02514041_2526.JPEG 155,62,232,453,96
val_original/ILSVRC2012_val_00004161.JPEG 87,225,416,334,96
train/n02514041/n02514041_2503.JPEG 12,1,249,168,96
train/n02514041/n02514041_5465.JPEG 46,165,581,327,96
train/n02488291/n02488291_6240.JPEG 176,153,228,221,88
train/n02488291/n02488291_2564.JPEG 7,120,320,424,88
val_original/ILSVRC2012_val_00045431.JPEG 10,21,98,99,88
train/n01440764/n01440764_9605.JPEG 1,68,485,247,0
train/n01440764/n01440764_26659.JPEG 113,123,349,240,0
train/n01440764/n01440764_6924.JPEG 28,75,451,288,0
train/n01440764/n01440764_14405.JPEG 91,171,489,335,0
train/n01440764/n01440764_96.JPEG 34,128,430,305,0
train/n01843065/n01843065_3848.JPEG 99,23,363,331,31
train/n01843065/n01843065_8035.JPEG 130,61,315,457,31
train/n01843065/n01843065_4819.JPEG 53,61,292,430,31
train/n01843065/n01843065_4436.JPEG 145,77,319,418,31
train/n01843065/n01843065_3554.JPEG 99,78,460,372,31
train/n01592084/n01592084_4686.JPEG 110,93,499,374,7
val_original/ILSVRC2012_val_00037420.JPEG 186,138,340,348,7
train/n01592084/n01592084_4514.JPEG 238,109,352,292,7
train/n01592084/n01592084_2467.JPEG 127,124,417,291,7
train/n01592084/n01592084_19287.JPEG 111,65,330,411,7
train/n01592084/n01592084_6504.JPEG 99,140,479,341,7
val_original/ILSVRC2012_val_00006928.JPEG 101,80,491,465,31
train/n01843065/n01843065_4242.JPEG 208,74,312,269,31
train/n01843065/n01843065_3990.JPEG 77,13,270,467,31
train/n01843065/n01843065_4805.JPEG 126,68,303,463,31
train/n01843065/n01843065_1763.JPEG 90,66,257,448,31
train/n02119022/n02119022_13126.JPEG 1,70,498,278,55
val_original/ILSVRC2012_val_00033177.JPEG 24,18,153,129,55
train/n02119022/n02119022_5759.JPEG 7,22,228,189,55
train/n02119022/n02119022_8598.JPEG 108,32,177,104,55
train/n02480855/n02480855_17300.JPEG 91,1,477,361,86
train/n02480855/n02480855_14767.JPEG 18,19,486,412,86
train/n02006656/n02006656_3627.JPEG 304,124,384,236,39
train/n02006656/n02006656_5318.JPEG 211,41,444,332,39
train/n02006656/n02006656_330.JPEG 110,60,379,178,39
train/n02006656/n02006656_323.JPEG 87,53,296,428,39
train/n02006656/n02006656_8363.JPEG 63,15,318,457,39
train/n02006656/n02006656_9215.JPEG 63,52,498,373,39
train/n02006656/n02006656_11135.JPEG 88,51,378,250,39
train/n01843065/n01843065_1443.JPEG 74,116,455,296,31
train/n01843065/n01843065_1384.JPEG 191,94,377,312,31
train/n01843065/n01843065_4752.JPEG 31,82,217,375,31
train/n01843065/n01843065_5239.JPEG 37,74,499,332,31
train/n01843065/n01843065_3353.JPEG 37,7,286,498,31
train/n01843065/n01843065_5261.JPEG 154,83,331,326,31
train/n02480855/n02480855_3268.JPEG 96,105,200,260,86 332,143,419,218,86
train/n02480855/n02480855_94.JPEG 1,1,373,498,86
train/n02480855/n02480855_20840.JPEG 42,26,378,300,86
val_original/ILSVRC2012_val_00020000.JPEG 1,0,299,299,86
train/n01592084/n01592084_426.JPEG 153,64,348,298,7
train/n01592084/n01592084_4774.JPEG 93,108,271,273,7
train/n01592084/n01592084_3660.JPEG 86,48,466,274,7
train/n01592084/n01592084_5716.JPEG 90,168,277,422,7
val_original/ILSVRC2012_val_00010128.JPEG 120,114,470,378,7
train/n01695060/n01695060_14431.JPEG 1,155,291,269,17
train/n01695060/n01695060_7219.JPEG 148,112,497,374,17
train/n01695060/n01695060_4320.JPEG 23,35,499,299,17
train/n01695060/n01695060_20118.JPEG 130,150,320,252,17
train/n01644373/n01644373_225.JPEG 210,234,395,409,11
train/n01592084/n01592084_6847.JPEG 90,121,365,276,7
val_original/ILSVRC2012_val_00019788.JPEG 165,158,451,280,7
train/n01592084/n01592084_5750.JPEG 61,98,432,296,7
train/n01592084/n01592084_2789.JPEG 208,82,428,301,7
train/n01592084/n01592084_1192.JPEG 70,31,498,357,7
train/n01592084/n01592084_6015.JPEG 99,74,429,225,7
train/n01843065/n01843065_5256.JPEG 217,63,315,290,31
train/n01843065/n01843065_1032.JPEG 207,105,302,253,31
val_original/ILSVRC2012_val_00030507.JPEG 88,74,455,403,31
train/n01843065/n01843065_5175.JPEG 136,40,356,307,31
train/n01843065/n01843065_1781.JPEG 17,13,255,314,31
train/n01843065/n01843065_3301.JPEG 115,112,315,308,31
val_original/ILSVRC2012_val_00048229.JPEG 106,187,326,378,31
train/n02123159/n02123159_8200.JPEG 66,45,303,448,58
train/n02123159/n02123159_3055.JPEG 16,12,124,166,58
train/n02123159/n02123159_3280.JPEG 9,72,384,254,58 196,9,499,243,58
train/n02123159/n02123159_6052.JPEG 184,38,476,312,58 17,2,254,142,58
train/n02123159/n02123159_8484.JPEG 10,1,219,162,58
val_original/ILSVRC2012_val_00015741.JPEG 35,5,356,406,58
train/n02123159/n02123159_1416.JPEG 100,38,469,319,58
train/n02123159/n02123159_257.JPEG 1,87,373,498,58
val_original/ILSVRC2012_val_00027226.JPEG 202,49,463,333,58
train/n02123159/n02123159_2912.JPEG 1,1,239,179,58
train/n02123159/n02123159_109.JPEG 131,13,498,495,58
train/n02514041/n02514041_10517.JPEG 34,241,467,349,96
train/n02514041/n02514041_6794.JPEG 193,236,419,321,96
train/n02514041/n02514041_8436.JPEG 13,118,323,222,96
train/n02514041/n02514041_14897.JPEG 222,238,292,468,96
train/n02514041/n02514041_3761.JPEG 373,243,607,364,96
train/n02514041/n02514041_10172.JPEG 12,195,601,420,96
